cell,seed,aggregation,group,n,ce_ctw_original,ce_root_original,ce_ctw_shuffled,ce_root_shuffled,g_original,g_shuffled,q
D12,8,eligible_token_weighted,contrast,,0.3432790552872307,0.14158098012017994,0.19210156975308834,0.19210156975308834,-0.2016980751670503,0.0,-0.2016980751670503
D12,9,equal_block,HEX,53009.0,4.603472212781172,4.8661408558008,4.78958058279604,4.78958058279604,0.262668643019627,0.0,0.262668643019627
D12,9,equal_block,PROSE_ALL,56099.0,4.236884182540845,4.704993218564449,4.5737616753871055,4.5737616753871055,0.4681090360236044,0.0,0.4681090360236044
D12,9,equal_block,contrast,,0.3665880302403268,0.1611476372363505,0.21581890740893428,0.21581890740893428,-0.20544039300397737,0.0,-0.20544039300397737
D12,9,eligible_token_weighted,HEX,53009.0,4.567884120892702,4.830593206964218,4.7418130236641725,4.7418130236641725,0.2627090860715153,0.0,0.2627090860715153
D12,9,eligible_token_weighted,PROSE_ALL,56099.0,4.230491108639868,4.692724494920647,4.564290583023384,4.564290583023384,0.46223338628077754,0.0,0.46223338628077754
D12,9,eligible_token_weighted,contrast,,0.3373930122528339,0.13786871204357087,0.17752244064078848,0.17752244064078848,-0.19952430020926226,0.0,-0.19952430020926226
a_total1,0,equal_block,HEX,53009.0,4.6439733497744795,4.869625708140232,4.8072220610509415,4.807222061050942,0.22565235836575237,4.440892098500626e-16,0.22565235836575193
a_total1,0,equal_block,PROSE_ALL,56099.0,4.248194725917984,4.706148962391014,4.576880690917926,4.576880690917926,0.4579542364730294,1.7763568394002506e-16,0.45795423647302924
a_total1,0,equal_block,contrast,,0.3957786238564953,0.1634767457492181,0.23034137013301592,0.2303413701330168,-0.23230187810727704,2.6645352591003756e-16,-0.23230187810727732
a_total1,0,eligible_token_weighted,HEX,53009.0,4.5876806698885115,4.828891350599026,4.743991086937405,4.743991086937405,0.24121068071051407,1.0681464327922236e-16,0.24121068071051396
a_total1,0,eligible_token_weighted,PROSE_ALL,56099.0,4.240568020463492,4.693857523094885,4.566539047044822,4.566539047044822,0.4532895026313936,1.0925897563861324e-16,0.4532895026313935
a_total1,0,eligible_token_weighted,contrast,,0.3471126494250196,0.13503382750414072,0.17745203989258318,0.17745203989258318,-0.21207882192087954,-2.4443323593908735e-18,-0.21207882192087954
a_total1,1,equal_block,HEX,53009.0,4.63026796237926,4.868546652850769,4.788994933810471,4.788994933810471,0.2382786904715095,0.0,0.2382786904715095
a_total1,1,equal_block,PROSE_ALL,56099.0,4.252545376894869,4.7063764709484595,4.576899196505929,4.576899196505929,0.45383109405359123,3.552713678800501e-16,0.4538310940535909
a_total1,1,equal_block,contrast,,0.3777225854843911,0.1621701819023098,0.21209573730454245,0.21209573730454245,-0.21555240358208172,-3.552713678800501e-16,-0.2155524035820814
a_total1,1,eligible_token_weighted,HEX,53009.0,4.587094348687385,4.829771640758751,4.738435901115126,4.738435901115126,0.24267729207136562,0.0,0.24267729207136562
a_total1,1,eligible_token_weighted,PROSE_ALL,56099.0,4.244173664204893,4.6941997272690505,4.56628951269862,4.56628951269862,0.4500260630641587,4.0993093714461295e-16,0.45002606306415827
a_total1,1,eligible_token_weighted,contrast,,0.34292068448249236,0.13557191348970044,0.17214638841650576,0.17214638841650576,-0.20734877099279309,-4.0993093714461295e-16,-0.20734877099279264
a_total1,2,equal_block,HEX,53009.0,4.624857347907206,4.86895703535027,4.805780291687338,4.805780291687338,0.2440996874430641,0.0,0.2440996874430641
a_total1,2,equal_block,PROSE_ALL,56099.0,4.244106157282389,4.706723924447529,4.574671218043161,4.574671218043161,0.4626177671651406,0.0,0.4626177671651406
